0.400000 0.299629 0.000000 0.000000 -0.060334 0.000000 
0.400000 0.298884 0.000000 0.000000 -0.120841 0.000000 
0.400000 0.297811 0.000000 0.000000 -0.179463 0.000000 
0.400000 0.296376 0.000000 0.000000 -0.238482 0.000000 
0.400000 0.294570 0.000000 0.000000 -0.297951 0.000000 
0.400000 0.292406 0.000000 0.000000 -0.357372 0.000000 
0.400000 0.289886 0.000000 0.000000 -0.416687 0.000000 
0.400000 0.287000 0.000000 0.000000 -0.476146 0.000000 
0.400000 0.283758 0.000000 0.000000 -0.535535 0.000000 
0.400000 0.280212 0.000000 0.000000 -0.594087 0.000000 
0.400000 0.276192 0.000000 0.000000 -0.654360 0.000000 
0.400000 0.271823 0.000000 0.000000 -0.714361 0.000000 
0.400000 0.267063 0.000000 0.000000 -0.774635 0.000000 
0.400000 0.262146 0.000000 0.000000 -0.832573 0.000000 
0.400000 0.256796 0.000000 0.000000 -0.891443 0.000000 
0.400000 0.251061 0.000000 0.000000 -0.950626 0.000000 
0.400000 0.244930 0.000000 0.000000 -1.010170 0.000000 
0.400000 0.238468 0.000000 0.000000 -1.069446 0.000000 
0.400000 0.231626 0.000000 0.000000 -1.128901 0.000000 
0.400000 0.224429 0.000000 0.000000 -1.188313 0.000000 
0.400000 0.216843 0.000000 0.000000 -1.247946 0.000000 
0.400000 0.208940 0.000000 0.000000 -1.307250 0.000000 
0.400000 0.200655 0.000000 0.000000 -1.366719 0.000000 
0.400000 0.200000 0.000000 -0.684474 0.370757 0.000000 
0.395846 0.201889 0.000000 -0.684474 0.311227 0.000000 
0.391718 0.203409 0.000000 -0.684474 0.252058 0.000000 
0.387571 0.204576 0.000000 -0.684474 0.192618 0.000000 
0.383413 0.205384 0.000000 -0.684474 0.133027 0.000000 
0.379268 0.205830 0.000000 -0.684474 0.073620 0.000000 
0.375110 0.205915 0.000000 -0.684474 0.014034 0.000000 
0.370928 0.205635 0.000000 -0.684474 -0.045907 0.000000 
0.366791 0.204999 0.000000 -0.684474 -0.105207 0.000000 
0.362654 0.204004 0.000000 -0.684474 -0.164498 0.000000 
0.358529 0.202657 0.000000 -0.684474 -0.223611 0.000000 
0.354363 0.200932 0.000000 -0.684474 -0.283327 0.000000 
0.350237 0.198868 0.000000 -0.684474 -0.342449 0.000000 
0.346093 0.196436 0.000000 -0.684474 -0.401843 0.000000 
0.341923 0.193623 0.000000 -0.684474 -0.461611 0.000000 
0.337784 0.190473 0.000000 -0.684474 -0.520935 0.000000 
0.333641 0.186960 0.000000 -0.684474 -0.580319 0.000000 
0.329504 0.183095 0.000000 -0.684474 -0.639605 0.000000 
0.325357 0.178859 0.000000 -0.684474 -0.699045 0.000000 
0.321233 0.174292 0.000000 -0.684474 -0.758144 0.000000 
0.317090 0.169343 0.000000 -0.684474 -0.817529 0.000000 
0.312918 0.163996 0.000000 -0.684474 -0.877315 0.000000 
0.308770 0.158318 0.000000 -0.684474 -0.936774 0.000000 
0.304630 0.152315 0.000000 -0.792992 -0.069558 0.000000 
0.299827 0.151534 0.000000 -0.792992 -0.128975 0.000000 
0.295025 0.150393 0.000000 -0.792992 -0.188369 0.000000 
0.290220 0.148891 0.000000 -0.792992 -0.247819 0.000000 
0.285424 0.147034 0.000000 -0.792992 -0.307151 0.000000 
0.280641 0.144824 0.000000 -0.792992 -0.366321 0.000000 
0.275831 0.142242 0.000000 -0.792992 -0.425817 0.000000 
0.271034 0.139307 0.000000 -0.792992 -0.485159 0.000000 
0.266220 0.136000 0.000000 -0.792992 -0.544717 0.000000 
0.261417 0.132340 0.000000 -0.792992 -0.604139 0.000000 
0.256607 0.128315 0.000000 -0.792992 -0.663645 0.000000 
0.251820 0.125910 0.000000 -0.711749 -0.192692 0.000000 
0.247522 0.124389 0.000000 -0.711749 -0.251927 0.000000 
0.243168 0.122480 0.000000 -0.711749 -0.311943 0.000000 
0.238898 0.120256 0.000000 -0.711749 -0.370798 0.000000 
0.234569 0.117638 0.000000 -0.711749 -0.430463 0.000000 
0.230254 0.115127 0.000000 -0.562574 -0.214256 0.000000 
0.226852 0.113472 0.000000 -0.562574 -0.273580 0.000000 
0.223445 0.111722 0.000000 -0.418620 -0.183458 0.000000 
0.220909 0.110455 0.000000 -0.309143 -0.137791 0.000000 
0.219047 0.109524 0.000000 -0.236709 -0.097200 0.000000 
0.217606 0.108803 0.000000 -0.184208 -0.072821 0.000000 
0.216496 0.108248 0.000000 -0.148055 -0.054122 0.000000 
0.215601 0.107800 0.000000 -0.122566 -0.041567 0.000000 
0.214854 0.107427 0.000000 -0.105046 -0.032471 0.000000 
0.214218 0.107109 0.000000 -0.092394 -0.026549 0.000000 
0.213659 0.106829 0.000000 -0.083756 -0.022003 0.000000 
0.213152 0.106576 0.000000 -0.077598 -0.019040 0.000000 
0.212681 0.106341 0.000000 -0.073375 -0.016837 0.000000 
0.212238 0.106119 0.000000 -0.070300 -0.015423 0.000000 
0.211814 0.105907 0.000000 -0.068113 -0.014366 0.000000 
0.211400 0.105700 0.000000 -0.066829 -0.013467 0.000000 
0.210995 0.105497 0.000000 -0.065800 -0.013088 0.000000 
0.210597 0.105298 0.000000 -0.065032 -0.012753 0.000000 
0.210203 0.105101 0.000000 -0.064565 -0.012446 0.000000 
0.209813 0.104906 0.000000 -0.064098 -0.012359 0.000000 
0.209424 0.104712 0.000000 -0.064010 -0.012066 0.000000 
0.209036 0.104518 0.000000 -0.063756 -0.012139 0.000000 
0.208651 0.104326 0.000000 -0.063563 -0.012059 0.000000 
0.208266 0.104133 0.000000 -0.063529 -0.011936 0.000000 
0.207880 0.103940 0.000000 -0.063590 -0.011879 0.000000 
0.207495 0.103747 0.000000 -0.063491 -0.011976 0.000000 
0.207111 0.103556 0.000000 -0.063394 -0.011957 0.000000 
0.206727 0.103363 0.000000 -0.063468 -0.011846 0.000000 
0.206342 0.103171 0.000000 -0.063393 -0.011941 0.000000 
0.205959 0.102980 0.000000 -0.063361 -0.011903 0.000000 
0.205575 0.102787 0.000000 -0.063418 -0.011849 0.000000 
0.205191 0.102596 0.000000 -0.063340 -0.011933 0.000000 
0.204808 0.102404 0.000000 -0.063344 -0.011874 0.000000 
0.204423 0.102211 0.000000 -0.063490 -0.011798 0.000000 
0.204040 0.102020 0.000000 -0.063281 -0.012018 0.000000 
0.203656 0.101828 0.000000 -0.063400 -0.011801 0.000000 
0.203272 0.101636 0.000000 -0.063349 -0.011916 0.000000 
0.202889 0.101444 0.000000 -0.063380 -0.011861 0.000000 
0.202507 0.101253 0.000000 -0.063236 -0.011962 0.000000 
0.202124 0.101062 0.000000 -0.063305 -0.011819 0.000000 
0.201741 0.100871 0.000000 -0.063291 -0.011877 0.000000 
0.201358 0.100679 0.000000 -0.063342 -0.011840 0.000000 
0.200973 0.100486 0.000000 -0.063424 -0.011832 0.000000 
0.200588 0.100294 0.000000 -0.063426 -0.011890 0.000000 
0.200204 0.100102 0.000000 -0.063390 -0.011912 0.000000 
0.199820 0.099910 0.000000 -0.063400 -0.011881 0.000000 
0.199437 0.099719 0.000000 -0.063315 -0.011933 0.000000 
0.199052 0.099526 0.000000 -0.063508 -0.011767 0.000000 
0.198666 0.099333 0.000000 -0.063463 -0.011932 0.000000 
0.198286 0.099143 0.000000 -0.063095 -0.012099 0.000000 
0.197900 0.098950 0.000000 -0.063625 -0.011543 0.000000 
0.197516 0.098758 0.000000 -0.063248 -0.012134 0.000000 
0.197134 0.098567 0.000000 -0.063400 -0.011776 0.000000 
0.196750 0.098375 0.000000 -0.063319 -0.011932 0.000000 
0.196366 0.098183 0.000000 -0.063385 -0.011836 0.000000 
0.195982 0.097991 0.000000 -0.063368 -0.011894 0.000000 
0.195600 0.097800 0.000000 -0.063235 -0.011953 0.000000 
0.195217 0.097609 0.000000 -0.063344 -0.011798 0.000000 
0.194834 0.097417 0.000000 -0.063287 -0.011907 0.000000 
0.194449 0.097225 0.000000 -0.063474 -0.011766 0.000000 
0.194064 0.097032 0.000000 -0.063381 -0.011951 0.000000 
0.193683 0.096841 0.000000 -0.063242 -0.011960 0.000000 
0.193300 0.096650 0.000000 -0.063365 -0.011791 0.000000 
0.192916 0.096458 0.000000 -0.063303 -0.011915 0.000000 
0.192531 0.096265 0.000000 -0.063509 -0.011758 0.000000 
0.192148 0.096074 0.000000 -0.063212 -0.012069 0.000000 
0.191763 0.095882 0.000000 -0.063534 -0.011678 0.000000 
0.191381 0.095690 0.000000 -0.063183 -0.012103 0.000000 
0.190995 0.095497 0.000000 -0.063645 -0.011596 0.000000 
0.190611 0.095306 0.000000 -0.063217 -0.012165 0.000000 
0.190230 0.095115 0.000000 -0.063350 -0.011782 0.000000 
0.189848 0.094924 0.000000 -0.063161 -0.011980 0.000000 
0.189465 0.094733 0.000000 -0.063334 -0.011749 0.000000 
0.189082 0.094541 0.000000 -0.063280 -0.011904 0.000000 
0.188700 0.094350 0.000000 -0.063229 -0.011893 0.000000 
0.188316 0.094158 0.000000 -0.063424 -0.011750 0.000000 
0.187932 0.093966 0.000000 -0.063317 -0.011950 0.000000 
0.187549 0.093775 0.000000 -0.063330 -0.011865 0.000000 
0.187167 0.093583 0.000000 -0.063264 -0.011910 0.000000 
0.186783 0.093391 0.000000 -0.063408 -0.011784 0.000000 
0.186398 0.093199 0.000000 -0.063351 -0.011920 0.000000 
0.186015 0.093008 0.000000 -0.063336 -0.011886 0.000000 
0.185633 0.092816 0.000000 -0.063286 -0.011903 0.000000 
0.185250 0.092625 0.000000 -0.063334 -0.011840 0.000000 
0.184865 0.092432 0.000000 -0.063418 -0.011830 0.000000 
0.184481 0.092240 0.000000 -0.063364 -0.011920 0.000000 
0.184097 0.092049 0.000000 -0.063392 -0.011866 0.000000 
0.183714 0.091857 0.000000 -0.063286 -0.011943 0.000000 
0.183316 0.091658 0.000000 -0.064507 -0.011205 0.000000 
0.182924 0.091462 0.000000 -0.063628 -0.012571 0.000000 
0.182540 0.091270 0.000000 -0.063711 -0.011885 0.000000 
0.182155 0.091078 0.000000 -0.063478 -0.012072 0.000000 
0.181771 0.090885 0.000000 -0.063506 -0.011887 0.000000 
